tokens,LOC,ORG,PER,sentiment,neutral,positive
po napoved kandidat vit rožej z napoved kandidat zares rožej z,0,1,0,3,1,-1
slediti pa škereti human,0,0,1,3,1,-1
gregor škereti slovenija z škereti human z,0,1,0,3,1,-1
odstotek drnovšek naprej,0,0,1,3,1,-1
joža drnovšek slovenija z drnovšek naprej z,0,1,0,3,1,-1
odstotek jarh stranka,0,0,1,3,1,-1
jožef jarh enakopraven dežela,0,1,0,3,1,-1
odstotek in glavan sls,0,0,1,3,1,-1
matjaž glavan z nič,0,1,0,3,1,-1
754 odrasel prebivalec občina ljubljana prebivalec mesten občina,0,1,0,3,1,-1
namestnik predsednik odbor po po primorska bojan bratina severen primorska bratina jesti povedati,0,1,0,3,1,-1
s stanje v biti seznanjen v s stanje v biti seznanjen,1,0,0,3,1,-1
biti seznanjen v južen primorska se seznanjen v po primorska se do,0,1,0,3,1,-1
oster biti na kjer po,1,0,0,3,1,-1
tuditi v meniti da,1,0,0,3,1,-1
jesti poudariti predsednik po petra habjan predsednik celjski po habjan predsednik,0,1,0,3,1,-1
habjan predsednik po pavel brgleza predsednik ljubljanski po brgleza jesti danes,0,1,0,3,1,-1
ljubljanski mesten odbor miti vesti valentinčič mesten odbor desus vesti valentinčič potrditi,0,1,0,3,1,-1
mena predsednik pomurski franc pižmoht predsednik po pomurski pižmoht kak,0,1,0,3,1,-1
odločiti v po in podravje,1,0,0,3,1,-1
po koroška in pa jaz,1,0,0,3,1,-1
jesti že februar za povračilen ukrep na sankcija evropski tiskoven agencija jesti že februar,0,1,0,2,0,0
izvoz nafta v britanija in francija izvoz nafta v britanija in francija,1,0,0,3,1,-1
velik britanija in v torek velik britanija in v torek,1,0,0,3,1,-1
pa še v in grčija iran pa še v in grčija v italija in grčija,1,0,0,2,0,0
v španija in iran jesti ustaviti v španija in španski zunanji španija in od ta,1,0,0,2,0,0
španija in grčija jesti ustaviti dobava evropski unija proti zaradi njegov jedrski iranski nafta napovedovati da tudi uvoz blag v eu izvoz da nameravati v odgovor na oster sankcija proti zaradi njegov jedrski uvoz nafta iz do 1,1,0,0,2,0,0
ustaviti dobava nafta danes poročati,0,1,0,3,1,-1
da jesti že pred mesec,1,0,0,3,1,-1
nafta tudi v prepovedati biti največ v španija in,1,0,0,2,0,0
javnofinančen težava tv jesti še,0,1,0,3,1,-1
zapirati trgovina v slovenje gradec premestiti v poslovalnica oben pa se poslovalnica v zapirati p,1,0,0,2,0,0
v kočevje gradec postojna v posloven enota gradec biti premeščen,1,0,0,2,0,0
slovenje gradec velenje in,1,0,0,2,0,0
postojna in kranjski qlandio jesti zgoditi v biti zatrditi,1,0,0,2,0,0
velenje in kranjski jesti za,0,1,0,2,0,0
jesti za povedati rok istenič,0,1,0,3,1,-1
za povedati istenič iz merkur merkura zaposlovati jesti zanikati govorica jesti pojasnilo,0,0,1,2,0,0
oba trgovina v ljubljana ostajati trgovina v btc ostajati saj oba trgovina v ljubljana ostajati trgovina v btc ostajati saj,0,1,0,4,0,1
iz poslovalnica v biti jaz premestiti,1,0,0,3,1,-1
in pot na za zaposlovanje,0,1,0,3,1,-1
center v sobota biti imeti konkreten biti v sobota zaposliti še,1,0,0,3,1,-1
storiti tudi v loka jesti,1,0,0,4,0,1
na mesten občina in še dva n mesten občina mok občina koper jesti danes se poleg prostor odvijati še na v občina koper kriminalist v mesten občina kriminalist pu koper,1,0,0,3,1,-1
oljka poročati tv kriminalist p poročanje tv jesti sporen,0,1,0,3,1,-1
preiskava v ki on koper kriminalist pu danes 16 gradnja stadion v ki pa,1,0,0,3,1,-1
hitchcocka dober vloga agencija dp hitchcocka ali anthony,0,0,1,3,1,-1
hitchcocka dober vloga hopkins britanski alfred hitchcocka ali hopkins anthony anthony hopkins hopkins n peopel jesti osupljiv podoben režiser,0,0,1,4,0,1
upodobitev britanski kraljica ii v film,0,0,1,3,1,-1
2006 johansson biti janet,0,0,1,3,1,-1
s tuš biel biti nastopiti,0,0,1,3,1,-1
nastopiti kot igralka miles ki psih igra sestra james,0,0,1,3,1,-1
sestra leighov pa kot,0,0,1,3,1,-1
ki on voda zavreti direktor moči govoriti zavreti s ta,0,0,1,3,1,-1
biti več kriminalist preiskovalen urad preiskovalen urad kriminalističen pristop skupaj s policist,0,1,0,3,1,-1
povezan s projekt kjer biti preiskava v zadeva končan preiskava dokumentacija o projekt kota poročati razvojen denar za kjer naj,1,0,0,2,0,0
biti tedaj partner zdaj pa pristop kriminalist pri drapalo na beethovnov,0,1,0,2,0,0
andrej drapalo na ulica 9 v,1,0,0,3,1,-1
ulica 9 v policist biti biti okrožen sodišče v izvajati na območje,1,0,0,3,1,-1
jaz jesti pojasniti prešeren visok visok svetovalka v npu,0,0,1,3,1,-1
kota poročati iti za policijski,0,1,0,3,1,-1
biti močen vpleten horvati nekdanji ter viden politika demokratov v,0,0,1,2,0,0
jesti tudi podjetje crknjen,0,1,0,3,1,-1
tak jesti na zapisati aljoš bagol,0,1,0,3,1,-1
na twitter zapisati bagol kreativen kreativen direktor,0,0,1,3,1,-1
v glaven mesto bak potekati tekmovanje glaven mesto azerbajdžati potekati tekmovanje za,1,0,0,3,1,-1
prvi mesto zaseda drug italija,0,1,0,3,1,-1
švedska drug tretji rusija francija nemčija,0,1,0,3,1,-1
italija tretji četrti srbija,0,1,0,3,1,-1
rusija četrti slovenija se in hercegovina in makedonija,0,1,0,3,1,-1
delati južen soseda bosna in,0,1,0,3,1,-1
srbija in v finalen,0,1,0,3,1,-1
pet italija,0,1,0,3,1,-1
italija španija,1,0,0,3,1,-1
nemčija velik britanija,0,1,0,3,1,-1
španija britanija ter,0,1,0,3,1,-1
in pevka zasedba julio volkov pevka zasedba tat volkov veljati,0,1,0,3,1,-1
srbski medij biti nastopiti deveti slovenski delegacija z bota na čelo novinarski konferenca biti na predizbor,0,0,1,3,1,-1
scenski nastop predstavnik in hercegovina,1,0,0,3,1,-1
evrovizija jesti pripraviti zadravec iz plesen,0,0,1,3,1,-1
koreograf pa jesti bukovnik kostumograf,0,0,1,3,1,-1
jesti tudi tokrat mateja goljati,0,0,1,3,1,-1
ker ta v pač uspevati jesti razvijati pa jesti obstati ker biti v pripeljati zahoden norma prava ta zaprtost pred tuj vpliv sati v biti ekonomski misel ker ta v pač uspevati sati v poveličevati dvoličnost,1,0,0,2,0,0
star članek v ki biti,0,1,0,3,1,-1
nespremenjen ati slovenija preveč molčati ati banek preveč molčati,0,1,0,3,1,-1
2002 biti strateški vlagatelj,0,1,0,3,1,-1
strateški vlagatelj v ne biti prodajati privatizacija trčiti ob nacionalen,0,1,0,2,0,0
triler v,0,1,0,3,1,-1
glede na povprečje 27 meriti oddaljevati oda povprečje 27 se 91 odstotek povprečje 27 doseg,0,1,0,3,1,-1
prodaja četrtinski delež plovba in možnost,0,1,0,3,1,-1
biti ekonomski misel mencinger poveličevati kot,0,0,1,3,1,-1
morati priznati neodvisnost preden biti namen priznati neodvisnost t morati priznati neodvisnost preden biti podpora putina glede putina jesti nikolić podpora srbija glede poleg ta,0,1,0,3,1,-1
biti vstopiti v jesti med prekiniti pogajanje z jesti biti vstopiti v jesti ostajati pogajanje z o članstvo na pot v vendar biti,0,1,0,3,1,-1
jesti med obisk dejati nov srbski tesen odnos z srbija,0,1,0,3,1,-1
jesti danes v dejati da ki se jesti udeležiti kongres vladajoč,1,0,0,3,1,-1
dejati da imeti namen priznati obljubiti nadaljnji podpora glede kosovo poleg ta jesti obljubiti posojilo za rusija jesti na pot,0,1,0,3,1,-1
vladajoč stranka enoten jesti še,0,1,0,3,1,-1
prisega odpotovati v,1,0,0,3,1,-1
o kateri poročati in slovenski novica,0,1,0,3,1,-1
poročati del in novica naj,0,1,0,3,1,-1
organizator protest v saš pelka organizator protest v drugi svetniški volitve v pa naj biti ekskluziven zgodba iz ki na o stanje v jesti,1,0,0,3,1,-1
protest v maribor pelka marko gled anonimen pismo po in direktor podjetje biti naj,0,0,1,3,1,-1
marko pigaca in špehar začeten rok peč in špehar vpletenost zanikati marko pigac in špehar distribuirati strokovnjak za facebook za facebook z pa pismo navajati slovenski strokovnjak za j j bivši novinar hiti in prijatelj hiti in prijatelj pelek n,0,0,1,3,1,-1
požig radar v pa rok peč v maribor pa peč brat peč brat peči marko marko pigaca peč in mateja naj biti biti pismo še navajati,1,0,0,3,1,-1
solidarnost na omrežje in twitter špehar strokovnjak za z špehar pa na svoj oseben profil realen poročati,0,1,0,3,1,-1
omrežje facebook in vs več,0,1,0,3,1,-1
as in pozneje na svetniški,0,1,0,3,1,-1
na spleten stran organizirati prenos demonstracija,0,1,0,3,1,-1
spleten stran kangler naj odstop odstop kot župan,0,0,1,2,0,0
član upraven odbor podjetje ljubljana odbor cesten podjetje jure kranjca gradbišče rubež oprema podjetje ljubljana oprema cesten podjetje cpl podjetje ljubljana biti priti na sedež kota biti tudi račun podjetje in hčerinski družba sicer začeti skupščina na kateri,0,1,0,2,0,0
podjetje ljubljana kranjca in bojan upraven odbor kranjca in bojan,0,0,1,2,0,0
jure kranjca in kozar biti jure kranjca in kozar biti,0,0,1,2,0,0
mesto biti zasesti ovijača in andreja mesto biti zasesti ovijača in andreja,0,0,1,4,0,1
košir fota križ od šesti,0,0,1,3,1,-1
rubež stoja podjetje rb in skupaj s trgovina rb zarubiti kamnolom,0,1,0,2,0,0
poročati jesti zeti črnigoj valter kobala zeti dušan črnigoj kobala iz g valter kobala iz rent skupaj,0,0,1,3,1,-1
rb zarubiti kamnolom in asfalten baza,0,1,0,3,1,-1
in asfalten baza ter oprema za,0,1,0,3,1,-1
konstrukcija v oba 10,1,0,0,3,1,-1
ki prihajati iz geotehnika vs,0,1,0,3,1,-1
tudi nadomesten revizor revizija viti,0,1,0,3,1,-1
zravsati za posel celje,0,1,0,3,1,-1
oba himen svoboda gundulić biti včeraj,0,0,1,3,1,-1
včeraj zvečer v na orlandov stolp miler tomaž biti tak oda poleten dogodek v biti koncert zagrebški,1,0,0,4,0,1
tomaž pandur ter miler tomaž ojdip v režija miler in izvedba,0,0,1,4,0,1
v sodelovanje s naroden gledališče hnk iz mesti biti,0,1,0,4,0,1
biti izvedeti skladba schubert filharmonik,0,0,1,3,1,-1
inštrumentalen delo requio amadeus mozart v,0,0,1,3,1,-1
koncert jesti festival,1,0,0,4,0,1
na elektronski borza pri odstotek,0,1,0,3,1,-1
predsednik regionalen vlada ramona luis valcarcela regionalen vlada murcio luis valcarcela,1,0,0,3,1,-1
pet regija kastiljati,1,0,0,3,1,-1
katalonija l manch,1,0,0,3,1,-1
l manch kanarski otok,1,0,0,3,1,-1
baleare otok in andaluzija,1,0,0,3,1,-1
kanarski otok in španija jesti,1,0,0,3,1,-1
iti po pot iz berlin biti španija po pot saj da tisti za stiska španski,0,1,0,2,0,0
pot grčija iz biti medtem danes dodati da imeti noben informacija,0,1,0,3,1,-1
z ever in denaren sklad,0,1,0,3,1,-1
jesti danes v zavrniti tudi dejati,1,0,0,3,1,-1
madrid zavrniti tudi guindos schäubla,0,0,1,3,1,-1
malešič nov človek obupan biti v primer človek obupan ki jesti jesti sicer ustanoviteljica za razvoj podjetništvo in investicija v biti kandidirati jesti biti kandidatek vendar sedaj,0,0,1,3,1,-1
türek in kandidat pahorje ter milan ter do kandidatov pahorje in milan narediti türka in zver narediti türka in zver,0,0,1,2,0,0
borut pahorje ter zver spraševati borut pahorje in zver spraševati pahor in p njen pahor in dodati jesti,0,0,1,2,0,0
fota černič oba ta,0,0,1,3,1,-1
kati biti narediti pahor in kaj biti narediti pahor in,0,0,1,2,0,0
č biti kandidirati s svoj,0,1,0,2,0,0
lah fota ben nov predsednik,0,0,1,3,1,-1
glavan poročati t jesti p trditev vir pa si jesti,0,1,0,3,1,-1
iz posel z podjetje grosuplje z gradben podjetje gpg podjetje grosuplje oba,0,1,0,3,1,-1
last zadruga vipati 1894 zadruga agroinda 1894 v agroinda vipati v lahov ves zanikati ki imeti vipati nit v jesti,0,1,0,3,1,-1
1894 v družba ks naložba,0,0,1,2,0,0
povedati vodje zadruga kz kz boris bajca pa jesti v roka ki,0,1,0,3,1,-1
nadzoren svet odpoklicati košut in nežek,0,0,1,2,0,0
branko košut in soj p,0,0,1,2,0,0
nadzoren svet namesto perica kb,0,0,1,2,0,0
boris perica 1909 in,0,1,0,3,1,-1
1909 in kovačič zadružen,0,0,1,2,0,0
adrian kovačič kraški banka,0,1,0,3,1,-1
likvidacija hranilnica nasprotovati slovenija a hranilnica nasprotovati banek a on,0,1,0,3,1,-1
skoraj nespremenjen z milijarda odstotek jesti v prvi,0,1,0,3,1,-1
zunanjetrgovinski primanjkljaj celoten jesti tak junij ever država biti junij svoj turčija tak jesti med januar in zda zunanjetrgovinski presežek se jesti zvišati se tikati članica jesti visok zunanjetrgovinski pra članica jesti visok primanjkljaj,0,1,0,3,1,-1
okrepljen izvoz v najmanj indija uvoz blag v južen koreja s kitajska in japonska,0,1,0,2,0,0
rusija najmanj in turčija tak izje biti in turčija uvoz blag iz in japonska,0,1,0,3,1,-1
najmanj indija in tak jesti eu biti indija in kar se v menjava s na milijarda,0,1,0,2,0,0
v rusija koreja brazilija,0,1,0,4,0,1
južen koreja in japonska,0,1,0,4,0,1
brazilija in izje biti iz indija in zunanjetrgovinski presežek rusija in zvišati pa,0,1,0,2,0,0
povečati uvoz iz in zda v trgovina z pra članica,0,1,0,4,0,1
iz norveška in velik pa v menjava z zunanjetrgovinski presežek eu v menjava z saj se,0,1,0,4,0,1
v menjava s na milijarda,0,1,0,2,0,0
maj letos beležiti,0,1,0,4,0,1
slediti pa biti,0,1,0,4,0,1
ever in,0,1,0,4,0,1
v menjava s oba ta se blagoven menjava s rusija in,0,1,0,2,0,0
visok primanjkljaj imeti britanija,0,1,0,2,0,0
pa biti on,0,1,0,2,0,0
ever in,0,1,0,2,0,0
on jesti pripraviti slovenija v jesti pripraviti banek v janšev on jesti pripraviti slovenija v jesti pripraviti banek v janšev sistem prejeti oda slovenija kota poleg podatek slovenija potekati tudi poleg podatek banka potekati tudi skrben predmet kritika tudi slovenija poleg janša kritika tudi banek poleg janša jesti predmet kritika tudi slovenija češ kritika tudi banek češ da nadzornik iz slovenija biti nedaven iz banka biti nedaven sporočiti,0,1,0,3,1,-1
slovenija v kabinet meniti slovenija v kabinet meniti banek slovenija poleg jesti ta ob,0,0,1,4,0,1
že uskladiti guverner slovenija marko kranjec uskladiti guverner banka marko kranjec jesti guverner banka slovenija kranjec jesti z,0,1,0,3,1,-1
ocena pregled v ljubljanski banka biti,0,1,0,2,0,0
potekati tudi v krediten banka maribor nov krediten banka nkbm banka maribor in abanka kriminalističen preiskava v med drug poudariti,0,1,0,2,0,0
nkbm in vodilen predstavnik,0,1,0,2,0,0
vovka iz volilen jesti pojasniti vovka iz pahorjev p beseda biti v štab,0,0,1,3,1,-1
in oskrba v kliničen center ljubljana univerziteten kliničen center danes zapustiti bolnišnica,0,1,0,3,1,-1
aktualen predsednik republika türek še biti,0,0,1,3,1,-1
omenjen trije še malešič artura,0,0,1,3,1,-1
monik malešič šterna miro,0,0,1,3,1,-1
artura šterna žitka fan,0,0,1,3,1,-1
miro žitka eršta ladislava,0,0,1,3,1,-1
fan eršta troh dušan,0,0,1,3,1,-1
ladislava troh egidje kubota,0,0,1,3,1,-1
totisel robič miran,0,0,1,3,1,-1
milan robič šica martin,0,0,1,3,1,-1
miran šica valenčič in veronik,0,0,1,3,1,-1
martin valenčič in juvati,0,0,1,3,1,-1
milijarda dolar se jesti tesen se jesti vrednost blagoven znamka v lanski lestvica jesti zasesti osmi mesto prvi mesto zasesti,0,1,0,4,0,1
danes hkrati v york in köln,1,0,0,3,1,-1
new york in povedati predstavnik podjetje,1,0,0,3,1,-1
znamka biti še googel,0,1,0,4,0,1
microsoft electrica,0,1,0,4,0,1
general electrica inteti,0,1,0,4,0,1
samsung in,0,1,0,4,0,1
inteti in toyot,0,1,0,4,0,1
samsung in spleten brskalnik,0,1,0,4,0,1
microsoft s na 69,0,1,0,4,0,1
let 2001 ustanovljen lestvica prvič dobiti,0,1,0,3,1,-1
finančen stanje v pravi vodja finančen stanje v večina aktivnost ki on premor in dejati imeti izjemen nizek obramben,1,0,0,3,1,-1
kandidirati s podpora in ns,0,1,0,4,0,1
podpora sds in v ime,0,1,0,4,0,1
250 tisoč pa indeks sbi podražiti nkbm in intereurop jesti manj jesti prispevati za minimalen rast beležiti z desetinka 11 20 ostajati na vrh odstotek pa n izhodišče tisoč jesti dodati v plus ever pa jesti na članek prodati delnica biti kaj,0,1,0,2,0,0
in mercator jesti ostal na odstotek krek in odstotek jesti pridobiti odstotek,0,1,0,3,1,-1
biti se poceniti in krek padel petrola jesti izgubiti nkbm cen se jesti znižati odstotek jesti izgubiti krek se,0,1,0,3,1,-1
se jesti poceniti r,0,1,0,3,1,-1
odstotek jesti izgubiti z krek in biti na izhodišče n izhodišče biti krek in,0,1,0,4,0,1
se jesti poceniti koper petrola se jesti okrepiti koper za malenkost več pa koper stanje,0,1,0,3,1,-1
v intervju za slovenija polagati na,0,1,0,3,1,-1
intervju za del polagati na duša nanašati tudi na a če,0,1,0,3,1,-1
velik mož na odločati o ves,1,0,0,3,1,-1
biti nadaljnji posojilo stati položaj upirati nadaljnji pomoč zaupanje javnost dati finančen pomoč in nato še,0,1,0,2,0,0
hagnov beseda v imenovati taktika biti biti v zelo nepopularen,0,1,0,3,1,-1
mena in evropski komisija imf centralen banka centralen banka in evropski evropski komisija in pa imeti pojem,0,1,0,2,0,0
ecb in komisija imeti pojem ecb in komisija komisija in ecb,0,1,0,2,0,0
ki on sestavljati denaren sklad denaren sklad evropski l imeti strokoven znanje ves prepustiti le,0,1,0,4,0,1
in nato še biti želeti,1,0,0,3,1,-1
znan ameriški revija p lestvica ki on objavljati se jesti na,0,1,0,3,1,-1
mesto jesti ustanovitelj bill gat jesti ustanovitelj microsoft gat na,0,1,0,4,0,1
osem jesti osem jesti predsednik osem jesti predsednik centralen banka mario evropski centralen banka dragh deveti,0,0,1,4,0,1
koper biti predlagati štirje nadzornik luka biti predlagati krivden seja nadzoren svet koper biti nedvomen nadzoren svet luka biti nedvomen vroč seja nadzoren svet koper nadzornik nadzoren svet luka nadzornik olga odgovornost uprava koper potrebovati nov uprava luka potrebovati nov vodstvo investicija družba luka nameravati pa poročilo o poslovanje za leto 2008,0,1,0,3,1,-1
predstavnica država topić mladen,0,0,1,3,1,-1
nebojšati topić jovičić in stojen p beseda biti biti potrditev,0,0,1,3,1,-1
mladen jovičić in čepar ves trije,0,0,1,3,1,-1
in članov uprava babič in ald veljati tudi za kateri konkreten razrešitev časar in ki naj,0,0,1,2,0,0
marjati babič in babič podlaga,0,0,1,2,0,0
praviti b razrešiti krivden ali nekrivden razrešitev in babič,0,0,1,2,0,0
popovič ali nadzornik mezek in marko,0,0,1,2,0,0
metod mezek in valentinčič nekrivden,0,0,1,2,0,0
